beta,alpha,lambda,w_low,w_high,pi,rho
8.43554958739337,0.148600580058403,0.327116995885913,9.05124515320004e-08,1.0516719177622e-07,0.269292008952858,-0.0440197822136877
3.34822992575458,0.951512139305922,0.999999926259665,0.771692538902046,0.999999967588325,0.425081273057146,-0.0022449622704336
4.30128737713649,0.458981512255944,0.546383343832178,0.99999995041868,0.603969912868312,0.316075763004554,0.0706295053382805
3.36182219828335,1.6179169528834e-10,0.560159638113109,0.427480383545786,0.575697943562134,0.0582786535190541,-0.0321347023583649
7.11213980994056,0.29160153383176,0.999999917289626,4.00388379115997e-07,9.41684463937369e-08,0.378847224098509,-0.111727178744938
3.36191907582383,6.08183723687165e-11,0.536972990878334,0.427319219071489,0.498145988744415,-0.032800723947663,0.0563801420394166
5.17675495446236,0.469459995694751,0.550078294792868,1.11872041863991e-07,4.55920245478206e-08,0.502796164687636,-0.0793410697873462
0.858133818167439,0.653866244678737,0.241352561676504,0.0661792560469907,0.257621068667963,0.354643300783533,0.818020851406224
3.20301554010597,0.118078427037836,0.220862399064139,0.999999121249555,0.999997542164399,0.340292869561011,0.252846428345252
2.89607649719144,0.290526026729607,1.83397220744935e-07,0.449182214206381,4.43853555053886e-08,0.885395230908893,-0.122135969844107
3.68522393760853,0.0325743050389409,1.69422646557506e-08,0.999999738223222,1.08812947790293e-07,-0.000854709646547962,-0.00667371866442624
3.3779858337954,1.22154352255856e-10,0.583308282391348,0.47230880334929,0.517631029919478,0.0368547699552255,0.292594854164761
0.970057969742938,0.449523335372113,0.842746364142434,0.765099346383486,0.1597511881221,0.614760647502981,0.846981445272506
2.21934995983619,0.350998041998918,0.276507662025167,2.66348979865733e-08,3.53274197610888e-08,0.197151184414684,0.0464814112241563
3.47128161990056,0.020972014821156,0.999968897195023,2.30043656934054e-06,0.811212030732751,0.11373490447234,-0.0861977671769907
3.00059303411597,0.755746595004053,0.999999953489656,0.8820462253803,0.66886058457651,0.505822807941301,0.0494103116884487
2.4743486532128,0.265674721284347,0.999999971554236,0.475854186835749,2.94428861031121e-08,0.234176286149031,-0.00724925885043244
0.754935551651437,0.765291304332451,0.999999983388042,0.999999972664683,1.17888023291305e-07,0.762938347235578,-0.0436021878477804
10.4870968847504,0.204450656261969,0.999999976042785,0.987104071196017,0.440704657006779,0.106570947457506,-0.0258560735183015
8.61084914717463,0.0516974915911858,0.999999997358001,4.04889020751052e-09,6.87140172004807e-09,0.117117886538922,0.0783925965471945
3.12220169045407,0.0986189714639226,0.191193495232255,9.67871032979757e-08,1.05865603839986e-07,0.354700510755333,0.0619427501535477
1.99094190786356,0.522025485289714,0.999999917187035,0.420512450455178,0.292412310223191,0.375300956269717,-0.0654852499604047
1.87135431809365,0.433086218580499,0.348936400813408,0.999999954147154,0.209788803820145,0.00848855021198335,0.218585406342125
3.37788091713735,0.00665145265278375,5.32978602699896e-06,5.41247590510334e-05,3.43598428973163e-05,-0.000709906155641172,0.132992304360001
3.35840944237463,1.57523360949755e-10,0.467634238911301,0.544159462980263,0.518579875940299,0.0692967248478555,0.137194293451098
1.75333581838051,0.584502279826877,0.999999981252039,2.36166084073569e-08,0.539098662551928,0.374165569907815,0.486823441395184
3.0924384434062,0.603981654557134,0.900795008715182,0.258325380700404,0.619998828378842,0.535599403047208,0.112688417871829
3.46494349270278,1.56139681180889e-10,0.459771166898669,0.511231595033971,0.492268347129427,0.063635538269383,0.572912928023911
4.19976372070428,0.387107117539893,0.999998890498943,0.907000354172658,0.89661813739002,0.157426788006611,0.002770266463139
1.5677101854449,0.800850554279779,0.999999908068286,2.09317703041405e-08,7.2239434957346e-07,0.396935483163051,0.00158267913621591
2.19340229877757,0.313638827525324,0.999999909551233,0.999999881348818,0.615004678744866,0.559215694350335,0.0795698357771271
4.14484377906102,0.444138833751698,0.971400669971957,9.16495627493142e-07,0.605756055745275,0.307130397803133,-0.016049511070204
5.59156323715689,0.313350187814698,0.32441493044727,0.0691421324042152,2.76812712889337e-08,0.15617707937749,0.0240344982556182
1.96632604443686,0.797355474743732,0.593121593118389,3.61367503519929e-06,7.03451589112774e-07,0.544481304508387,-0.19682143313544
3.5355234258406,0.123646594877146,0.457436772309056,0.093736049485463,0.999628539523956,0.101974134622318,0.180673757068653
3.36645440154146,8.69060226832287e-11,0.335341793398446,0.45862847474546,0.414559471995828,0.224525996736231,0.0714382717712056
1.5046303164068,0.671169441989566,0.999999966954051,0.493944584436732,0.322127275000643,0.498244680684352,0.341814255286488
1.99834983146674,0.152091188085689,0.999999980038563,3.61363521468409e-08,0.150581647565577,0.279309292263556,0.223214108319121
4.30905854249562,0.356430017135149,0.999999673829412,0.916672094775118,0.999999976784442,0.0829671026227586,-0.00281429217365848
4.96406478582784,0.509209773160862,0.999999856342592,0.768991807552367,0.459657720545081,0.372855884611642,0.0898108618969279
4.6952399730907,0.0424799267921735,0.999999969457309,0.119749617263607,2.46445292041857e-08,0.122338841253556,0.026671851259344
0.60033607536132,0.999999996852055,2.12708504564074e-08,0.0868239182648312,0.287942862090902,0.51515934395181,-0.171613714654228
2.4235204314143,0.130082810224351,0.999994353400275,0.947504305142884,4.28569791528719e-06,0.0532110064389958,0.066408484730404
3.36089686306859,1.17214933594164e-10,0.505501517649908,0.431270351257576,0.52661235213543,0.0187247186383458,0.155317858296846
2.32767422914864,0.772733656791619,0.999999994126125,1.82513670005447e-08,1.56191209166065e-08,0.370606885222782,0.134939853356024
3.45401735333657,7.79228282154296e-10,0.548114371258157,0.505175976000777,0.481648043981919,-0.0114018374700142,0.539275138358471
3.35690100020287,9.55821815178866e-11,0.488181590630976,0.488267342847408,0.641093127711608,0.0834516402140926,0.0545319339169823
2.23701376225438,0.164359922239917,0.999994655238965,0.949954841824889,0.602198360706368,0.0314026386473906,0.0369912661592856
1.3332043787447,0.294865324022578,1.07722053191291e-07,2.13783562439547e-07,0.99999984142539,0.16276674599704,-0.0455377802572709
4.38436382741407,2.46278984154394e-07,0.512383713437102,0.501579321824473,0.492234682283026,0.0182712735636663,1.60847960808574
3.31846936023408,0.00493934401926491,0.999956445491572,3.65931027699302e-05,0.000655679377669427,-0.0175104549847226,0.197567112442868
3.1344028239734,0.70521774957019,0.882699649673367,0.999997417593583,0.999999131009335,0.20486852469303,0.025426334513301
5.68620183269965,0.718933112650451,3.70734135411655e-08,0.999999996158983,0.868608321585663,0.318508449351428,-0.0657715580661234
5.75087940617836,0.681392983810085,0.906235023300956,0.618944836264748,0.696118734331113,0.198103399094246,0.0532022458815214
3.48190991495976,0.44641317859573,0.714226328145938,0.99999928823548,1.5129378729737e-06,0.347884989949956,0.118962344931976
4.67936445607795,0.611985231175583,0.707141035171545,0.255061280693101,0.999999261641306,0.29914074384562,0.0562777346324549
5.90306081026423,0.0837458269261221,0.999999962774253,8.66972230892741e-08,3.05646477140205e-08,0.431209966306673,0.0712810414590535
5.94244670837684,0.0848688130778855,0.999999824725387,9.01659628365858e-07,0.999999770521895,0.234738046492114,-0.0094704637111169
2.26745326335855,0.056248248843914,0.933275877406274,0.99999964695956,1.01099457032128e-06,0.00440238278353735,0.267854574679369
3.38267809895146,0.534980526888035,0.234547348184892,0.271769401754574,5.04556825658126e-08,0.439680987590157,-0.0121535779337374
3.36466805542838,6.65408314538892e-11,0.531185564667996,0.506062029870657,0.46968511987249,0.0452282892462746,-0.0568449202823264
3.92046751623,0.0317698882811128,7.39704970070416e-07,7.43434817476724e-07,8.1659061078802e-06,0.00414824684672377,-0.245187146983935
5.30198271773501,0.515289249503067,0.279076111262,0.739632310598411,0.547310137358036,0.0768697880894895,-0.0252117078832872
3.48256581659616,0.0153786035274328,0.0573840185128165,0.998765496772343,0.000775550821965085,0.0365294217575748,0.126637355145339
2.17911600912628,0.999999976063827,0.697733553075873,0.120554888220954,0.0159772616204277,0.100339202696088,0.012082877134211
1.37882607929778,0.162634357400414,0.606942950716178,6.18132526490113e-07,0.395669314779237,0.187042886912068,0.115760687300662
3.00265486980935,0.381169237527126,0.999999979734972,3.48101849750406e-07,2.51527246978957e-08,0.49406679589132,0.00982376091031056
3.97904696536067,0.0161252328703715,0.999998427374728,1.35874206404109e-06,0.532838757964669,0.00820485117153589,-0.0236218357580335
1.45776526433203,0.79399676545057,0.999999928843933,7.64696094939872e-08,2.52973795040128e-08,0.507538844051353,0.0149956213083048
2.08099126036011,0.138174443044278,0.628269186254156,5.86461599934807e-07,0.999999557449367,0.0182748363542452,0.376524662862904
1.37930918340914,0.22539139347353,3.51524499962061e-07,0.372665431468374,4.82364401668633e-07,0.411200580327763,-0.105006636715148
3.48505481675383,0.00511509146595931,0.999996334331606,0.999991483275095,4.0531123170973e-06,-0.141415023579315,0.456374806581087
1.39140549807004,0.337421629303942,2.205045710139e-08,0.322180693081606,5.06876208666012e-08,-0.025439389336351,0.0979916349916085
3.92453268943879,0.725261045382335,0.492395411959966,0.360688345966023,0.0596900895411883,0.206219851695518,0.00401770367895899
1.99658806649626,0.595500292442695,0.999999721768166,0.502659506682495,0.999999971059275,0.0368542324951715,0.197966557364575
8.09953971157373,0.250064467119773,0.999999687243279,0.999999998683754,0.989405965778442,0.157715747611382,0.00132534002470859
1.18493498330097,0.391346820077281,0.999998429284716,0.679230630694698,1.14693899191239e-06,0.531555900683268,0.132052098719897
3.3569251403965,6.59361141907952e-11,0.518624733545329,0.559029942019879,0.4980362359362,0.0977796826310539,0.0804367056308543
6.14122807341237,0.277599259979354,0.181020518060932,0.22189584233878,0.953318909786462,0.146124996038087,0.034102395441368
4.9600037674643,0.454144724222459,0.459872950693675,0.439010548443094,0.701934308177905,0.120113046980007,-0.00106833231666857
0.820978379967272,0.937877611673329,0.999999921757072,0.559903274669195,0.999999946208257,0.731818221174441,-0.0877740761027254
3.55188163131316,0.619545207128988,0.97025091436235,0.737153516270821,0.788406790419121,0.554020610367375,0.0575287198127861
3.80971239981433,0.000625006549295769,0.999914255402606,8.66573246200447e-05,0.999799950926723,0.0836270437950095,1.09401219618058
1.12218062929318,0.323470766918184,0.904228689677263,5.50091926637953e-07,0.999999432316634,0.145883612316914,-0.046645772188448
3.39101455737631,1.02147707750764e-10,0.284370171047021,0.533181688206534,0.542794113004324,0.335279884488008,-0.0294060543927292
1.19104601220711,0.287334069165778,0.000205261933720886,0.183888117824577,0.999854195179501,-0.197459464436199,0.145771795750061
3.35967305157076,6.29385161634112e-11,0.299628124464867,0.425207580384053,0.529767684687019,-0.00117620834321228,0.0427265338059321
4.47654555195315,0.445263089440321,0.673120093460147,0.167967580939098,3.6967957878322e-08,0.148503164956149,0.0200994662541827
1.68158023303675,0.587632716761745,0.673630561682448,6.78346123070204e-07,1.84567131099793e-06,0.705880302488907,0.0918368664619811
5.30291804992149,0.311512196141186,0.274677039954022,0.76401865564612,3.87352996358674e-07,0.258799320933365,-0.060737847484614
3.36050996716836,1.48604834968075e-10,0.422866828382854,0.597264507229471,0.433264207812045,0.168165815916125,0.0826431181707526
0.784838700425843,0.773969924271127,0.2880159924322,5.97984825467198e-06,0.132321412682989,-0.167228685606212,-0.0766397437762641
2.12829287965328,0.837055554009659,0.955260390034527,0.565373091664416,0.564897247653938,0.472238406111231,0.0692674902973948
0.90812233610779,0.873928566154349,0.813866663542108,0.258486543798754,4.21701740842013e-08,-0.0749436528270078,1.33557830102712
3.45271968756863,0.00672968399489794,0.999999303513513,0.42728092710895,1.07747347106875e-06,0.0432199948439387,-0.00891819752560161
3.16281325629275,0.0543689470289794,0.999999970153277,3.9373385311731e-08,2.83614142379282e-07,0.317733656152741,0.388249283590158
3.35600503814943,0.00586205556815285,0.999995531894402,3.57503605523778e-05,3.29204917757831e-06,-0.0672001937822719,0.0179527290956094
1.78705541476668,0.389544344783377,4.72236552543397e-08,0.999999952317578,9.04149314406114e-08,0.797972115687222,0.0628851580467086
3.39127278774743,1.67579804350752e-10,0.436507299942165,0.526194648868508,0.485782908249761,-0.0536393661515694,-0.17537632003933
3.4119453780781,0.00550040277113179,0.999995346047735,4.41155032748328e-06,0.99994378017257,-0.566585712232042,-0.0252078282601856
