beta,reward_coef,lambda,w_low,w_high,pi,rho,qval_coef
2.48400391203121,0.498686894903106,0.420780472726746,0.178209739837252,0.584354722828915,0.769744553012752,-0.174287026679571,0.106985782964022
3.48888185132785,0.92802952297236,0.999999853429107,0.718174003959305,0.999999987361756,0.397865881449267,-0.00456115158166908,0.551314782248842
2.862169348068,0.595499751089832,0.816364116793868,0.911606710675708,0.442578057956471,0.411206109053672,0.108934591045081,0.104929541910496
3.86307574124135,1.5730580560907e-10,0.380710088084607,1.29381466640214e-07,0.99999998482612,0.0558005786683846,-0.0303891905295794,0.150528162735084
2.8010231953527,0.740754596043736,0.999999653138498,0.741617142147446,4.60850028533037e-06,1.15946066823194,-0.250594377411959,0.125881892101359
3.36084283853473,2.5508513621642e-10,0.261544317396025,0.888175275305801,0.861110818468215,-0.0487528282748546,0.0582578555400354,0.609152434270097
2.526319251347,0.925353693545896,0.506637578562879,0.889718930975805,2.8261906260766e-07,0.925894975625288,-0.108362390659078,0.0847586637178439
2.40713852268742,0.14073235364575,0.999998347715448,0.924925621071902,0.241169175878191,0.136424984053932,0.29643564607999,0.999999827614138
0.806283906159615,0.999999323650399,0.318058218908793,0.632004900136318,0.40594807620828,1.01376875764159,1.12418587171985,0.0417958959794359
1.54130220403989,0.727228902702062,0.606928698610889,0.640755092590268,3.53723156931857e-08,1.48898412390735,-0.214293513131914,0.131705382896105
3.1372304629334,0.0377734684002011,4.78095349907627e-07,0.99999696441352,1.5202908659483e-06,-0.00228814578192646,-0.00746328586715205,0.0369598760362118
2.65337408431674,0.0114443813685527,0.813721868109448,0.507291546541758,0.925715758175505,0.102556376809463,0.316060313725781,0.248065171183214
2.1437875102324,0.183478813128862,0.797452788253628,0.999994349706789,2.0941726636551e-05,0.289113274554391,0.389659398514005,0.999987380784164
1.07357873995454,0.507007097326585,0.349223513744605,4.27904570864319e-07,1.99745180395655e-07,0.316174720357626,0.138530856004078,0.0535877070975703
1.61131207036325,0.0755939245689242,0.999999592153201,1.74773866951117e-07,0.19905597794789,0.0881776864763683,-0.198939022246149,0.0251028108418685
3.93132931197068,0.548878148679891,0.999999968527486,0.999999862199878,0.664229619158445,0.40001996644922,0.036272996656402,0.579741787649747
5.84200811602818,0.0474432095072286,0.98539483822051,0.925863661737347,0.055745541265226,0.102641093757119,-0.00352684868015453,0.598713624836383
0.751997194905655,0.932316183459872,0.999963067458646,0.999990982956128,1.44104776198221e-05,0.733407558923153,-0.0359992095457545,0.96037174356683
12.0817194178484,0.16679290799572,0.999999972426444,0.922207311061888,0.227436487727243,0.0932923945152192,-0.019584187800995,0.207498552108806
2.1687250554588,0.0792492108124178,0.999999918955409,3.28767856580462e-08,2.07963924497788e-08,-0.0174489058544975,0.34980514946414,0.0163167531388944
3.20811930745268,0.0126441729014803,0.511143146320068,0.0320591244661303,0.645888484216578,0.324491401077088,0.0815406623953016,1.85143782981726e-09
3.74878461339047,0.260597242948911,0.896115348069709,0.303822711745516,0.201596370116372,0.19836686412681,-0.0314093943173456,0.53051803253743
2.40099450758386,0.457481816104988,0.321011768980656,0.999895151500879,0.000297205098448233,0.0149890625768428,0.172025849737641,0.699856181854869
2.40070323271947,0.457545560312001,0.321216237367252,0.999580932551665,0.00118468200804534,0.0149718884102139,0.172036920152785,0.699758673017342
3.274503127087,0.00449706402393758,0.999999903496487,0.147921169653313,2.14354751531853e-08,0.0468378682558688,0.152877766405725,4.47461743834084e-11
2.78470517011504,0.365133283939487,0.999999981602055,1.94415626876291e-08,0.698361514365609,0.25122270596389,0.313840453293435,0.679166025329819
5.61789666358285,0.312347443857615,0.622921614183214,0.01483597024626,0.422770257877225,0.296471516987582,0.0558107119679005,0.701059546167849
3.48708838252193,7.5918582043734e-11,0.309378420710849,0.999999834118375,0.999999897025954,0.0635919555820583,0.569353415234439,0.00844772669580737
3.53785465696861,0.496498774144523,0.999999097512544,0.842687685062828,0.818534825585563,0.180724686203496,0.00909653545199563,0.200042821576435
1.81762741421432,0.658527728147463,0.999999975867618,1.65451410825784e-08,4.64252467673733e-08,0.30965135181372,-0.00367858005646773,0.424820365712206
2.68817363781574,0.024992690508096,0.99999990419053,0.98036258881232,0.806091509070383,0.397655003463495,0.0664977691321979,7.26414165231772e-11
5.63554324694559,0.296454119361855,0.911906286220398,0.0336172688043426,0.7258896773909,0.243153804484679,-0.0136242113594805,0.33264885290118
4.38694763442204,0.37995869937558,0.350710656865232,0.536674739035714,0.072214705478262,0.178514613818804,0.0364088857995413,0.199289866572548
3.10886532094946,0.546996968761403,0.42254398680954,1.90453559519467e-07,2.03413950503427e-07,0.359151132534786,-0.117966645019902,0.760682960727263
2.76052927434801,0.151988556132304,0.709215141563771,0.0198812156881142,0.999997510746275,0.12874221637969,0.235930588023261,0.0830816986742398
3.04450757426821,0.0542482385935771,0.999847879197511,9.81081776553149e-05,4.09334149708352e-05,0.157268431969129,0.100354727973797,0.638383552993128
2.42643840453511,0.408589369791454,0.999999537348658,0.500487195090867,0.20961063860882,0.303804423390486,0.222927154868781,0.819752995194786
3.74701500295515,0.0771219580690872,0.999999773041532,3.42129371959883e-07,1.44638331094687e-07,0.116546509678951,0.116829444797237,0.602850291791586
6.85063570538182,0.24482962210256,0.417818876670592,0.535211690121951,0.999999963663258,0.0557698847092832,0.000700943305646437,0.425656278066923
6.81535002632705,0.318504418599708,0.999999895774594,0.749879613436886,0.436657382887186,0.278185130833983,0.0638611871804218,0.355259543274545
2.99548351900261,0.0949741493917911,0.999999965834028,0.474845838868834,2.98791366633732e-08,0.153006110098646,0.0336547241400706,0.0551396363863803
2.99547993970333,0.0949743039674079,0.999999316678979,0.474846691373132,5.9758136223936e-07,0.153006361318315,0.0336547957377403,0.055139629614771
3.10105182121777,0.0848735625202723,0.999999931008262,0.760238658763646,3.80612823889341e-08,0.0382938795095696,0.0509858592598504,0.0987987895536789
3.37824963393501,0.00203846423284504,0.509120456822313,0.999110995474176,0.988783344214974,0.149253614951767,0.204292941234087,0.27438436991338
2.91328780104305,0.592973787663504,0.999999881966638,2.06050370408075e-07,7.97879368620606e-06,0.31022007196533,0.10888453859964,0.529499731102989
3.45409854536365,0.000472118817699853,0.999999325095587,0.999997950739312,4.77435404247889e-07,-0.0118940146931794,0.539613586404161,9.94155125206803e-10
1.51525591650548,0.038764232571191,0.99999949738673,5.72431067596615e-07,2.55430007155845e-07,0.111969863915992,0.111053329922853,0.0164865338206711
2.67289975200337,0.11640514326176,0.9999346224453,0.99998609052864,0.348799338184158,0.0259384755758286,0.0295667227401874,0.125640613514063
2.93594118451237,0.0671579981472832,0.809251611590766,0.984531584924706,0.0090611144298551,0.0584672090609041,-0.0418652600827105,0.843353368057566
3.87692360792381,0.06762146384058,0.116890163649901,9.52062543049329e-05,5.44616969970307e-05,0.0202871523476452,1.76057512944492,0.999999961924774
2.259219275842,0.0691734481545146,0.995498276424322,0.00345703122927352,0.240750388518723,-0.0276715883943111,0.295170219474774,0.213424221825158
5.34003639098887,0.407543003406443,0.999972435166444,0.999998831862227,0.994733899044153,0.121656143659319,0.0135537969876594,0.777499100064792
4.70804814464595,0.847426793261546,1.09158478036179e-07,0.999999963381877,0.860411814287641,0.396159443598935,-0.0816383640387353,0.418843388683628
4.10560466877905,0.999977470127606,0.967539736144723,0.691541744189832,0.623830266882138,0.241479208834871,0.0709268285454066,0.313756507521692
3.67364793108569,0.405392216554987,0.750670838858372,0.732862280572376,5.44302555435239e-07,0.298229964419628,0.13663486076007,0.28462894398332
7.48441134518711,0.351258043460924,0.604247732814552,0.362179444256875,0.999999971399843,0.197318428935247,0.0294411674531862,0.523395908165831
5.00560986771363,0.101594295847202,0.999999252990726,0.221598150593478,1.55793798944699e-07,0.252866331772508,0.140681791211658,0.0631437114216675
3.59469413429942,0.347286398133287,0.999999992752207,0.323912520090466,5.88246746571679e-08,0.285584113839775,-0.0299172101765225,0.180195705111526
2.98637821495959,0.0244245553674256,0.638993230930921,0.995583593441143,0.329524568630401,-0.00755556994454468,0.196182498200443,0.586229277771574
1.96591408635846,0.911099225718732,0.78912871895078,0.123839869234365,0.337621131324695,0.621581173863664,0.0176785275738434,0.22196459485249
3.80343236792791,0.0108021176704531,0.685619513731485,0.797030980211154,0.00734022674310197,0.0346980033611555,-0.0531746832860805,0.317327447869138
3.82578446378501,0.066645257551857,0.869783388446648,0.9488249286883,1.08276879990106e-06,0.00441605563887952,-0.256449261927733,0.230139994016818
6.32473431160024,0.447421731201069,0.222802297496956,0.674860249130374,0.407708331155936,0.0613510350967177,-0.0234625899559698,0.35356552822199
3.52277657953644,6.72285322197133e-11,0.999999988622288,0.547079056106428,2.37970239980805e-08,0.0383984555372328,0.130370624796888,0.0744309334714353
3.3213999495135,0.699528673766747,0.544563876755102,4.90375962342163e-08,2.94304699609938e-08,0.0790112559680371,0.00848407334042454,0.999999937480883
4.89758188074169,0.0391401595560264,0.687782621698079,8.46067917461764e-07,0.534441399167635,0.0508367100991437,0.0326964236669584,0.717920771500059
5.02827607528263,0.201155170496049,0.999999980908507,2.11137425920589e-07,2.42412236975188e-08,0.32493428419434,-0.00358680154918368,0.417313473794278
2.50966009436504,0.0728289871135525,0.10574267063544,0.999994951466734,1.13666306939483e-06,-0.00218606824703888,-0.0271264291409445,0.0126280109292052
1.24768375234678,0.975765076138961,0.99999999357043,5.71201504358905e-08,2.46885986134602e-08,0.543480417176001,-0.0249515722981,0.937275543473079
2.07857033140865,0.160804079221795,0.0119509921790379,1.25201964142584e-06,2.01267758801841e-06,0.005720238043444,0.380054838186468,0.0858237343338243
2.70901604011747,0.00930294904810261,0.802481737990388,0.999422456636388,0.999204270459117,0.216328187549747,-0.0626215830401214,0.149919669471479
2.96051682275556,3.62309139090962e-10,0.276436277800453,0.99999999825554,0.999946388397447,-0.160954936117979,0.53228699080075,0.575673215897684
2.14119334668683,0.212783498392733,3.06172701449498e-09,1.53661212380649e-07,1.12183404524269e-08,-0.0151475634688318,0.0602491153558413,0.293080965408353
4.37960283682571,0.636443419994208,0.455607852555317,0.54438682099012,0.137423620637787,0.223910675352918,0.0068181830895612,0.535205589858637
1.41683555848284,0.903410903471195,0.550475420569637,0.00288877605015584,0.994969411983347,0.0278770609596421,0.262252267990273,0.993282202669236
7.41320040028563,0.272461971646189,0.999599585797532,0.999966722482463,0.854049310401311,0.186439398854392,0.00294218465602094,0.196642586633508
3.01626412609002,0.0427434142341009,0.657078711676692,0.999996015559647,0.999999299291998,0.214960391412033,0.0539191857101216,0.0098441208467562
3.36907524505955,3.59127046857819e-05,0.196919434773341,0.899459610229208,0.0907998473039332,0.155551147653742,0.157411774552408,0.970114782819774
2.46801095068786,0.99995645181207,0.292104655680462,0.681483256565679,0.99805880799014,0.422223350198344,0.0716752180730509,0.996564655991742
5.07096177368606,0.444112560072966,0.47837154642082,0.358040531259813,0.819757361446687,0.116119609937496,0.00756034454438185,0.331443884879027
2.62677584648576,0.201701932914362,0.999999031425843,0.689440406677861,0.855796147405724,0.230024039870716,-0.0372696563961596,0.99999969274143
3.96679965529583,0.0948961085534067,6.04444183922165e-05,0.7165184441593,0.749939578248439,0.240434476230403,0.0962375378712494,0.0198330316604969
4.17420675817322,8.65951283873235e-08,0.189318885327117,0.999983477205042,0.999999913405573,0.0735526384660238,0.993169297644817,0.999997210028429
2.91014017124798,0.0983673618001623,0.999994310870444,1.52837605736398e-06,0.997113640998516,0.0578190529284083,-0.0208964574921307,0.503766859860344
1.74852976205538,0.0303788093943937,0.99999996845443,0.241569470831464,1.14173491303566e-08,0.272051665125499,-0.00151697110311168,0.00695659489604962
3.04342235219478,0.118616598456131,0.240498142092446,0.999998040402058,0.999997896621105,-0.0787386839823022,0.0542768222810228,0.99999709263077
2.00482644165432,0.0177605308640893,0.962215839665263,0.999776387443495,1,0.00520368289837526,0.0939203076468817,0.194811034425717
6.34997751613801,0.291848500803435,0.67173330359995,0.0243476789940697,1.94555130611185e-08,0.110975787896867,0.0203112451689459,0.304022600347087
2.66652115297233,0.363917127835519,0.999996280869073,3.04379084162719e-06,0.486562890796461,0.461541110567302,0.0571260319010711,0.854367135948795
4.25235712602795,0.323196661558173,0.190993234444853,0.997707561833773,1.66856353160219e-07,0.336509388651221,-0.079318335483637,0.178680589846307
2.37887611697365,0.080956554864198,1.19486674540623e-06,0.801329656486486,8.39425264608226e-06,0.227515659986768,0.129055877611176,0.0273498934374039
2.93507962248339,0.147914281725907,0.39134826674823,2.05757737675304e-06,2.94917811126919e-06,-0.0405525681183296,-0.0151070541236921,0.999999794417662
2.12361554110914,0.856797183724542,0.999999997817772,0.564850484484654,0.479465545691801,0.460562869171176,0.0780581538987036,0.959916128991701
1.7837192867064,0.416906992619369,0.542799936071722,1.77950844372975e-07,3.62113555936442e-08,-0.0306853197889946,0.676521113293364,0.999999949553791
2.31327756395841,0.00476428491550306,0.274582864598808,0.436993904141463,0.506727709678846,0.0996320563086526,0.127308846790502,0.874513498581768
2.27008225598928,0.0949080804440008,0.999997267265505,0.126665191487338,0.501824234312846,0.392937603722435,0.553834648557906,0.0353348505597938
3.30862612783396,0.0130892201644884,0.999999978664869,0.999999992177403,2.01701117784503e-08,-0.0712096700780316,0.0195685386405315,9.51572458209022e-11
1.74245374812369,0.322465679560896,2.38945675896244e-07,8.44010237213012e-07,3.27177733079529e-07,0.609386839890007,0.0775531162847835,0.106284006691858
3.56241549083099,0.00117103016113935,0.242978453646642,0.457680503368872,0.499902540754744,-0.0776600769019889,-0.15114340570836,0.777606043542175
3.18815835286331,0.0192495928975332,0.999999455635006,4.31713410893197e-07,2.61214003390566e-06,-0.60676586917498,-0.0284659700456843,0.0588464520294851
